date,area,average_price,code,houses_sold,no_of_crimes,borough_flag,year,month,median_salary,life_satisfaction,mean_salary,recycling_pct,population_size,number_of_jobs,area_size,no_of_houses,crime_rate_per_1k,price_to_mean_salary
2017-04-01,Greenwich,383770,E09000011,234.0,2049.0,1,2017,4,32635.0,7.47,35702.0,35.0,282849.0,102000.0,5044.0,110983.0,7.244147937592143,10.749257744664165
2017-05-01,Greenwich,384705,E09000011,258.0,2209.0,1,2017,5,32635.0,7.47,35702.0,35.0,282849.0,102000.0,5044.0,110983.0,7.809820787770153,10.775446753683267
2017-06-01,Greenwich,395263,E09000011,407.0,2121.0,1,2017,6,32635.0,7.47,35702.0,35.0,282849.0,102000.0,5044.0,110983.0,7.498700720172247,11.071172483334268
2017-07-01,Greenwich,404447,E09000011,307.0,2277.0,1,2017,7,32635.0,7.47,35702.0,35.0,282849.0,102000.0,5044.0,110983.0,8.050231749095808,11.328412974063077
2017-08-01,Greenwich,407505,E09000011,269.0,2106.0,1,2017,8,32635.0,7.47,35702.0,35.0,282849.0,102000.0,5044.0,110983.0,7.445668890468059,11.414066438854967
2017-09-01,Greenwich,408407,E09000011,350.0,2117.0,1,2017,9,32635.0,7.47,35702.0,35.0,282849.0,102000.0,5044.0,110983.0,7.484558898917798,11.43933112990869
2017-10-01,Greenwich,399907,E09000011,384.0,2326.0,1,2017,10,32635.0,7.47,35702.0,35.0,282849.0,102000.0,5044.0,110983.0,8.223469059462822,11.201249229735028
2017-11-01,Greenwich,395636,E09000011,309.0,2044.0,1,2017,11,32635.0,7.47,35702.0,35.0,282849.0,102000.0,5044.0,110983.0,7.22647066102408,11.081620077306594
2017-12-01,Greenwich,385851,E09000011,258.0,1988.0,1,2017,12,32635.0,7.47,35702.0,35.0,282849.0,102000.0,5044.0,110983.0,7.028485163461776,10.80754579575374
2018-01-01,Greenwich,386739,E09000011,207.0,2054.0,1,2018,1,33163.0,7.54,36288.0,33.0,286186.0,106000.0,5044.0,112884.0,7.177150524484077,10.657490079365079
2018-02-01,Greenwich,387993,E09000011,234.0,1771.0,1,2018,2,33163.0,7.54,36288.0,33.0,286186.0,106000.0,5044.0,112884.0,6.188283144528383,10.692046957671957
2018-03-01,Greenwich,387587,E09000011,265.0,1950.0,1,2018,3,33163.0,7.54,36288.0,33.0,286186.0,106000.0,5044.0,112884.0,6.813750497927921,10.680858686067019
2018-04-01,Greenwich,383039,E09000011,292.0,2092.0,1,2018,4,33163.0,7.54,36288.0,33.0,286186.0,106000.0,5044.0,112884.0,7.309931303418057,10.555527998236332
2018-05-01,Greenwich,386676,E09000011,318.0,2254.0,1,2018,5,33163.0,7.54,36288.0,33.0,286186.0,106000.0,5044.0,112884.0,7.875996729399761,10.655753968253968
2018-06-01,Greenwich,388829,E09000011,312.0,2216.0,1,2018,6,33163.0,7.54,36288.0,33.0,286186.0,106000.0,5044.0,112884.0,7.743215950465781,10.71508487654321
2018-07-01,Greenwich,389348,E09000011,398.0,2277.0,1,2018,7,33163.0,7.54,36288.0,33.0,286186.0,106000.0,5044.0,112884.0,7.956364042965064,10.729387125220459
2018-08-01,Greenwich,387225,E09000011,343.0,2086.0,1,2018,8,33163.0,7.54,36288.0,33.0,286186.0,106000.0,5044.0,112884.0,7.288965917270587,10.670882936507937
2018-09-01,Greenwich,392511,E09000011,282.0,2238.0,1,2018,9,33163.0,7.54,36288.0,33.0,286186.0,106000.0,5044.0,112884.0,7.820089033006506,10.816550925925926
2018-10-01,Greenwich,395920,E09000011,341.0,2280.0,1,2018,10,33163.0,7.54,36288.0,33.0,286186.0,106000.0,5044.0,112884.0,7.966846736038801,10.910493827160494
2018-11-01,Greenwich,388355,E09000011,309.0,2237.0,1,2018,11,33163.0,7.54,36288.0,33.0,286186.0,106000.0,5044.0,112884.0,7.816594801981928,10.702022707231041
2018-12-01,Greenwich,385911,E09000011,191.0,2258.0,1,2018,12,33163.0,7.54,36288.0,33.0,286186.0,106000.0,5044.0,112884.0,7.889973653498075,10.634672619047619
2019-01-01,Greenwich,385703,E09000011,273.0,2238.0,1,2019,1,33081.0,,36425.0,33.5,241710.0,82000.0,5044.0,102605.5,9.259029415415167,10.588963623884695
2019-02-01,Greenwich,391956,E09000011,246.0,2050.0,1,2019,2,33081.0,,36425.0,33.5,241710.0,82000.0,5044.0,102605.5,8.481237847006744,10.760631434454359
2019-03-01,Greenwich,386027,E09000011,269.0,2401.0,1,2019,3,33081.0,,36425.0,33.5,241710.0,82000.0,5044.0,102605.5,9.933391253982045,10.597858613589567
2019-04-01,Greenwich,382294,E09000011,232.0,2348.0,1,2019,4,33081.0,,36425.0,33.5,241710.0,82000.0,5044.0,102605.5,9.714120226717966,10.495374056280028
2019-05-01,Greenwich,381143,E09000011,246.0,2429.0,1,2019,5,33081.0,,36425.0,33.5,241710.0,82000.0,5044.0,102605.5,10.049232551404577,10.463774879890185
2019-06-01,Greenwich,388062,E09000011,207.0,2489.0,1,2019,6,33081.0,,36425.0,33.5,241710.0,82000.0,5044.0,102605.5,10.297463903024285,10.65372683596431
2019-07-01,Greenwich,396728,E09000011,212.0,2568.0,1,2019,7,33081.0,,36425.0,33.5,241710.0,82000.0,5044.0,102605.5,10.624301849323569,10.891640356897735
2019-08-01,Greenwich,396339,E09000011,308.0,2578.0,1,2019,8,33081.0,,36425.0,33.5,241710.0,82000.0,5044.0,102605.5,10.665673741260187,10.880960878517502
2019-09-01,Greenwich,398331,E09000011,279.0,2579.0,1,2019,9,33081.0,,36425.0,33.5,241710.0,82000.0,5044.0,102605.5,10.669810930453849,10.935648592999314
2019-10-01,Greenwich,394952,E09000011,243.0,2482.0,1,2019,10,33081.0,,36425.0,33.5,241710.0,82000.0,5044.0,102605.5,10.268503578668653,10.842882635552504
2019-11-01,Greenwich,397157,E09000011,217.0,2496.0,1,2019,11,33081.0,,36425.0,33.5,241710.0,82000.0,5044.0,102605.5,10.326424227379917,10.903417982155114
2019-12-01,Greenwich,398530,E09000011,303.0,2201.0,1,2019,12,33081.0,,36425.0,33.5,241710.0,82000.0,5044.0,102605.5,9.10595341524968,10.941111873713108
2020-01-01,Greenwich,392699,E09000011,303.0,2373.0,1,2020,1,,,,,,,,,,
1995-01-01,Hackney,61297,E09000012,131.0,,1,1995,1,,,,,,,,,,
1995-02-01,Hackney,63187,E09000012,115.0,,1,1995,2,,,,,,,,,,
1995-03-01,Hackney,63593,E09000012,159.0,,1,1995,3,,,,,,,,,,
1995-04-01,Hackney,65140,E09000012,141.0,,1,1995,4,,,,,,,,,,
1995-05-01,Hackney,66194,E09000012,138.0,,1,1995,5,,,,,,,,,,
1995-06-01,Hackney,66921,E09000012,175.0,,1,1995,6,,,,,,,,,,
1995-07-01,Hackney,68391,E09000012,152.0,,1,1995,7,,,,,,,,,,
1995-08-01,Hackney,68097,E09000012,131.0,,1,1995,8,,,,,,,,,,
1995-09-01,Hackney,68753,E09000012,125.0,,1,1995,9,,,,,,,,,,
1995-10-01,Hackney,67620,E09000012,133.0,,1,1995,10,,,,,,,,,,
1995-11-01,Hackney,67238,E09000012,154.0,,1,1995,11,,,,,,,,,,
1995-12-01,Hackney,65865,E09000012,155.0,,1,1995,12,,,,,,,,,,
1996-01-01,Hackney,66327,E09000012,131.0,,1,1996,1,,,,,,,,,,
1996-02-01,Hackney,66988,E09000012,132.0,,1,1996,2,,,,,,,,,,
1996-03-01,Hackney,67707,E09000012,152.0,,1,1996,3,,,,,,,,,,
1996-04-01,Hackney,67062,E09000012,126.0,,1,1996,4,,,,,,,,,,
1996-05-01,Hackney,66986,E09000012,122.0,,1,1996,5,,,,,,,,,,
1996-06-01,Hackney,69124,E09000012,155.0,,1,1996,6,,,,,,,,,,
1996-07-01,Hackney,70785,E09000012,208.0,,1,1996,7,,,,,,,,,,
1996-08-01,Hackney,71789,E09000012,183.0,,1,1996,8,,,,,,,,,,
1996-09-01,Hackney,71817,E09000012,215.0,,1,1996,9,,,,,,,,,,
1996-10-01,Hackney,71158,E09000012,193.0,,1,1996,10,,,,,,,,,,
1996-11-01,Hackney,71090,E09000012,209.0,,1,1996,11,,,,,,,,,,
1996-12-01,Hackney,70138,E09000012,220.0,,1,1996,12,,,,,,,,,,
1997-01-01,Hackney,69886,E09000012,176.0,,1,1997,1,,,,,,,,,,
1997-02-01,Hackney,70506,E09000012,183.0,,1,1997,2,,,,,,,,,,
1997-03-01,Hackney,72210,E09000012,195.0,,1,1997,3,,,,,,,,,,
1997-04-01,Hackney,76011,E09000012,191.0,,1,1997,4,,,,,,,,,,
1997-05-01,Hackney,79503,E09000012,205.0,,1,1997,5,,,,,,,,,,
1997-06-01,Hackney,80359,E09000012,240.0,,1,1997,6,,,,,,,,,,
1997-07-01,Hackney,80580,E09000012,301.0,,1,1997,7,,,,,,,,,,
1997-08-01,Hackney,80279,E09000012,285.0,,1,1997,8,,,,,,,,,,
1997-09-01,Hackney,82295,E09000012,216.0,,1,1997,9,,,,,,,,,,
1997-10-01,Hackney,82126,E09000012,253.0,,1,1997,10,,,,,,,,,,
1997-11-01,Hackney,83135,E09000012,237.0,,1,1997,11,,,,,,,,,,
1997-12-01,Hackney,81231,E09000012,293.0,,1,1997,12,,,,,,,,,,
1998-01-01,Hackney,83516,E09000012,166.0,,1,1998,1,,,,,,,,,,
1998-02-01,Hackney,82417,E09000012,172.0,,1,1998,2,,,,,,,,,,
1998-03-01,Hackney,84204,E09000012,257.0,,1,1998,3,,,,,,,,,,
1998-04-01,Hackney,83176,E09000012,239.0,,1,1998,4,,,,,,,,,,
1998-04-01,Hackney,83176,E12000008,215.0,,1,1998,4,,,,,,,,,,
1998-04-01,South East,83176,E09000012,13692.0,,0,1998,4,,,,,,,,,,
1998-04-01,South East,83176,E12000008,15354.0,,0,1998,4,,,,,,,,,,
1998-05-01,Hackney,86573,E09000012,233.0,,1,1998,5,,,,,,,,,,
1998-06-01,Hackney,87176,E09000012,275.0,,1,1998,6,,,,,,,,,,
1998-07-01,Hackney,91550,E09000012,272.0,,1,1998,7,,,,,,,,,,
1998-08-01,Hackney,89590,E09000012,286.0,,1,1998,8,,,,,,,,,,
1998-09-01,Hackney,92146,E09000012,255.0,,1,1998,9,,,,,,,,,,
1998-10-01,Hackney,88623,E09000012,244.0,,1,1998,10,,,,,,,,,,
1998-11-01,Hackney,91616,E09000012,281.0,,1,1998,11,,,,,,,,,,
1998-12-01,Hackney,93847,E09000012,259.0,,1,1998,12,,,,,,,,,,
1999-01-01,Hackney,99489,E09000012,196.0,,1,1999,1,23249.0,,39629.0,2.0,199087.0,108000.0,1905.0,100673.0,,2.5105099800651036
1999-02-01,Hackney,98976,E09000012,155.0,,1,1999,2,23249.0,,39629.0,2.0,199087.0,108000.0,1905.0,100673.0,,2.497564914582755
1999-03-01,Hackney,98492,E09000012,208.0,,1,1999,3,23249.0,,39629.0,2.0,199087.0,108000.0,1905.0,100673.0,,2.4853516364278683
1999-04-01,Hackney,98420,E09000012,188.0,,1,1999,4,23249.0,,39629.0,2.0,199087.0,108000.0,1905.0,100673.0,,2.4835347851321004
1999-05-01,Hackney,100036,E09000012,223.0,,1,1999,5,23249.0,,39629.0,2.0,199087.0,108000.0,1905.0,100673.0,,2.5243130031037877
1999-06-01,Hackney,102701,E09000012,259.0,,1,1999,6,23249.0,,39629.0,2.0,199087.0,108000.0,1905.0,100673.0,,2.5915617350929874
1999-07-01,Hackney,104317,E09000012,338.0,,1,1999,7,23249.0,,39629.0,2.0,199087.0,108000.0,1905.0,100673.0,,2.6323399530646747
1999-08-01,Hackney,108552,E09000012,308.0,,1,1999,8,23249.0,,39629.0,2.0,199087.0,108000.0,1905.0,100673.0,,2.7392061369199325
1999-09-01,Hackney,110407,E09000012,274.0,,1,1999,9,23249.0,,39629.0,2.0,199087.0,108000.0,1905.0,100673.0,,2.7860152918317396
1999-10-01,Hackney,112403,E09000012,278.0,,1,1999,10,23249.0,,39629.0,2.0,199087.0,108000.0,1905.0,100673.0,,2.8363824471977592
1999-11-01,Hackney,114772,E09000012,266.0,,1,1999,11,23249.0,,39629.0,2.0,199087.0,108000.0,1905.0,100673.0,,2.8961619016376896
1999-12-01,Hackney,117831,E09000012,372.0,,1,1999,12,23249.0,,39629.0,2.0,199087.0,108000.0,1905.0,100673.0,,2.9733528476620656
2000-01-01,Hackney,121135,E09000012,215.0,,1,2000,1,24083.0,,39387.0,1.0,203381.0,102000.0,1905.0,100673.0,,3.0755071470282074
2000-02-01,Hackney,122281,E09000012,235.0,,1,2000,2,24083.0,,39387.0,1.0,203381.0,102000.0,1905.0,100673.0,,3.104603041612715
2000-03-01,Hackney,121356,E09000012,280.0,,1,2000,3,24083.0,,39387.0,1.0,203381.0,102000.0,1905.0,100673.0,,3.081118135425394
2000-04-01,Hackney,123168,E09000012,230.0,,1,2000,4,24083.0,,39387.0,1.0,203381.0,102000.0,1905.0,100673.0,,3.127123162464773
2000-05-01,Hackney,127912,E09000012,236.0,,1,2000,5,24083.0,,39387.0,1.0,203381.0,102000.0,1905.0,100673.0,,3.247568994846015
2000-06-01,Hackney,135189,E09000012,264.0,,1,2000,6,24083.0,,39387.0,1.0,203381.0,102000.0,1905.0,100673.0,,3.4323253865488614
2000-07-01,Hackney,138909,E09000012,229.0,,1,2000,7,24083.0,,39387.0,1.0,203381.0,102000.0,1905.0,100673.0,,3.5267727930535457
2000-08-01,Hackney,142309,E09000012,222.0,,1,2000,8,24083.0,,39387.0,1.0,203381.0,102000.0,1905.0,100673.0,,3.6130956914718055
2000-09-01,Hackney,142620,E09000012,175.0,,1,2000,9,24083.0,,39387.0,1.0,203381.0,102000.0,1905.0,100673.0,,3.620991697768299
2000-10-01,Hackney,141116,E09000012,185.0,,1,2000,10,24083.0,,39387.0,1.0,203381.0,102000.0,1905.0,100673.0,,3.5828065097621042
2000-11-01,Hackney,139017,E09000012,200.0,,1,2000,11,24083.0,,39387.0,1.0,203381.0,102000.0,1905.0,100673.0,,3.529514814532714
2000-12-01,Hackney,137718,E09000012,243.0,,1,2000,12,24083.0,,39387.0,1.0,203381.0,102000.0,1905.0,100673.0,,3.4965343895193848
2001-01-01,Hackney,139102,E09000012,227.0,3129.0,1,2001,1,24095.0,,39387.0,1.0,207246.0,108000.0,1905.0,87208.0,15.09799947888017,3.5316728869931704
2001-02-01,Hackney,141566,E09000012,180.0,2969.0,1,2001,2,24095.0,,39387.0,1.0,207246.0,108000.0,1905.0,87208.0,14.325970103162426,3.5942315992586384
2001-03-01,Hackney,147261,E09000012,287.0,3194.0,1,2001,3,24095.0,,39387.0,1.0,207246.0,108000.0,1905.0,87208.0,15.411636412765505,3.738822454109224
2001-04-01,Hackney,150332,E09000012,262.0,2978.0,1,2001,4,24095.0,,39387.0,1.0,207246.0,108000.0,1905.0,87208.0,14.369396755546548,3.8167923426511288
2001-05-01,Hackney,153291,E09000012,284.0,3057.0,1,2001,5,24095.0,,39387.0,1.0,207246.0,108000.0,1905.0,87208.0,14.750586259807186,3.8919186533627848
2001-06-01,Hackney,154879,E09000012,315.0,3038.0,1,2001,6,24095.0,,39387.0,1.0,207246.0,108000.0,1905.0,87208.0,14.658907771440704,3.932236524741666
2001-07-01,Hackney,155749,E09000012,292.0,3189.0,1,2001,7,24095.0,,39387.0,1.0,207246.0,108000.0,1905.0,87208.0,15.387510494774325,3.9543250311016327
2001-08-01,Hackney,157535,E09000012,322.0,3074.0,1,2001,8,24095.0,,39387.0,1.0,207246.0,108000.0,1905.0,87208.0,14.832614380977198,3.999669941858989
2001-09-01,Hackney,157329,E09000012,278.0,3073.0,1,2001,9,24095.0,,39387.0,1.0,207246.0,108000.0,1905.0,87208.0,14.82778919737896,3.9944397897783532
2001-10-01,Hackney,160267,E09000012,298.0,3463.0,1,2001,10,24095.0,,39387.0,1.0,207246.0,108000.0,1905.0,87208.0,16.709610800690964,4.069032929646838
2001-11-01,Hackney,160707,E09000012,292.0,3379.0,1,2001,11,24095.0,,39387.0,1.0,207246.0,108000.0,1905.0,87208.0,16.304295378439146,4.080204128265671
2001-12-01,Hackney,162859,E09000012,252.0,2862.0,1,2001,12,24095.0,,39387.0,1.0,207246.0,108000.0,1905.0,87208.0,13.809675458151183,4.134841445146876
2002-01-01,Hackney,165007,E09000012,185.0,3084.0,1,2002,1,24582.0,,32321.0,3.0,210961.0,108000.0,1905.0,88557.0,14.618815800076792,5.105256644286996
2002-02-01,Hackney,164673,E09000012,230.0,2935.0,1,2002,2,24582.0,,32321.0,3.0,210961.0,108000.0,1905.0,88557.0,13.912524115831836,5.094922805606262
2002-03-01,Hackney,167387,E09000012,305.0,2960.0,1,2002,3,24582.0,,32321.0,3.0,210961.0,108000.0,1905.0,88557.0,14.031029431980318,5.178892979796418
2002-04-01,Hackney,165131,E09000012,284.0,3299.0,1,2002,4,24582.0,,32321.0,3.0,210961.0,108000.0,1905.0,88557.0,15.63796151895374,5.10909315924631
2002-05-01,Hackney,170709,E09000012,388.0,3318.0,1,2002,5,24582.0,,32321.0,3.0,210961.0,108000.0,1905.0,88557.0,15.728025559226587,5.28167445314192
2002-06-01,Hackney,174935,E09000012,294.0,3054.0,1,2002,6,24582.0,,32321.0,3.0,210961.0,108000.0,1905.0,88557.0,14.476609420698614,5.4124253581262955
2002-07-01,Hackney,185328,E09000012,351.0,3247.0,1,2002,7,24582.0,,32321.0,3.0,210961.0,108000.0,1905.0,88557.0,15.391470461364896,5.733981003063024
2002-08-01,Hackney,189485,E09000012,388.0,3168.0,1,2002,8,24582.0,,32321.0,3.0,210961.0,108000.0,1905.0,88557.0,15.016993662335693,5.862597073110361
2002-09-01,Hackney,194081,E09000012,337.0,2940.0,1,2002,9,24582.0,,32321.0,3.0,210961.0,108000.0,1905.0,88557.0,13.936225179061532,6.0047956436991425
2002-10-01,Hackney,194401,E09000012,346.0,2966.0,1,2002,10,24582.0,,32321.0,3.0,210961.0,108000.0,1905.0,88557.0,14.059470707855954,6.014696327465115
2002-11-01,Hackney,196797,E09000012,296.0,3093.0,1,2002,11,24582.0,,32321.0,3.0,210961.0,108000.0,1905.0,88557.0,14.661477713890244,6.088827697162835
2002-12-01,Hackney,195298,E09000012,252.0,2714.0,1,2002,12,24582.0,,32321.0,3.0,210961.0,108000.0,1905.0,88557.0,12.864937121079253,6.0424491816466075
2003-01-01,Hackney,197439,E09000012,232.0,3055.0,1,2003,1,25149.0,,31035.0,6.0,212405.0,98000.0,1905.0,90216.0,14.382900590852381,6.361817303044949
2003-02-01,Hackney,200331,E09000012,194.0,2876.0,1,2003,2,25149.0,,31035.0,6.0,212405.0,98000.0,1905.0,90216.0,13.540170899931734,6.45500241662639
2003-03-01,Hackney,200122,E09000012,172.0,3132.0,1,2003,3,25149.0,,31035.0,6.0,212405.0,98000.0,1905.0,90216.0,14.745415597561262,6.448268084420815
2003-04-01,Hackney,197529,E09000012,178.0,2907.0,1,2003,4,25149.0,,31035.0,6.0,212405.0,98000.0,1905.0,90216.0,13.686118500035311,6.364717254712422
2003-05-01,Hackney,199538,E09000012,197.0,3061.0,1,2003,5,25149.0,,31035.0,6.0,212405.0,98000.0,1905.0,90216.0,14.411148513453075,6.42945062026744
2003-06-01,Hackney,200679,E09000012,251.0,2866.0,1,2003,6,25149.0,,31035.0,6.0,212405.0,98000.0,1905.0,90216.0,13.49309102893058,6.466215563073948
2003-07-01,Hackney,206534,E09000012,240.0,3286.0,1,2003,7,25149.0,,31035.0,6.0,212405.0,98000.0,1905.0,90216.0,15.470445610979025,6.654873529885613
2003-08-01,Hackney,202239,E09000012,263.0,3050.0,1,2003,8,25149.0,,31035.0,6.0,212405.0,98000.0,1905.0,90216.0,14.359360655351804,6.5164813919768
2003-09-01,Hackney,202412,E09000012,230.0,3245.0,1,2003,9,25149.0,,31035.0,6.0,212405.0,98000.0,1905.0,90216.0,15.277418139874298,6.522055743515386
2003-10-01,Hackney,200271,E09000012,267.0,3466.0,1,2003,10,25149.0,,31035.0,6.0,212405.0,98000.0,1905.0,90216.0,16.317883288999788,6.453069115514741
2003-11-01,Hackney,202978,E09000012,266.0,2911.0,1,2003,11,25149.0,,31035.0,6.0,212405.0,98000.0,1905.0,90216.0,13.704950448435772,6.540293217335266
2003-12-01,Hackney,202785,E09000012,274.0,2958.0,1,2003,12,25149.0,,31035.0,6.0,212405.0,98000.0,1905.0,90216.0,13.926225842141193,6.534074432092798
2004-01-01,Hackney,207985,E09000012,269.0,3143.0,1,2004,1,26687.0,,31862.0,12.0,213581.0,96000.0,1905.0,91588.0,14.715728458992139,6.527681878099303
2004-02-01,Hackney,206814,E09000012,258.0,2952.0,1,2004,2,26687.0,,31862.0,12.0,213581.0,96000.0,1905.0,91588.0,13.821454155566272,6.490929634046827
2004-03-01,Hackney,215626,E09000012,329.0,3055.0,1,2004,3,26687.0,,31862.0,12.0,213581.0,96000.0,1905.0,91588.0,14.303706790398023,6.767497332245308
2004-04-01,Hackney,213591,E09000012,324.0,2835.0,1,2004,4,26687.0,,31862.0,12.0,213581.0,96000.0,1905.0,91588.0,13.273652618912731,6.703628146381269
2004-05-01,Hackney,214565,E09000012,284.0,2965.0,1,2004,5,26687.0,,31862.0,12.0,213581.0,96000.0,1905.0,91588.0,13.882320992972222,6.734197476617915
2004-06-01,Hackney,210882,E09000012,316.0,2985.0,1,2004,6,26687.0,,31862.0,12.0,213581.0,96000.0,1905.0,91588.0,13.975962281289066,6.6186052350762665
2004-07-01,Hackney,212642,E09000012,337.0,3092.0,1,2004,7,26687.0,,31862.0,12.0,213581.0,96000.0,1905.0,91588.0,14.476943173784186,6.673843449877597
2004-08-01,Hackney,219016,E09000012,288.0,2918.0,1,2004,8,26687.0,,31862.0,12.0,213581.0,96000.0,1905.0,91588.0,13.662263965427636,6.873893666436508
2004-09-01,Hackney,222120,E09000012,254.0,2915.0,1,2004,9,26687.0,,31862.0,12.0,213581.0,96000.0,1905.0,91588.0,13.64821777218011,6.9713137907224905
2004-10-01,Hackney,226989,E09000012,254.0,2950.0,1,2004,10,26687.0,,31862.0,12.0,213581.0,96000.0,1905.0,91588.0,13.812090026734587,7.1241290565563995
2004-11-01,Hackney,230666,E09000012,191.0,3001.0,1,2004,11,26687.0,,31862.0,12.0,213581.0,96000.0,1905.0,91588.0,14.050875311942542,7.239532986002134
2004-12-01,Hackney,231231,E09000012,218.0,2525.0,1,2004,12,26687.0,,31862.0,12.0,213581.0,96000.0,1905.0,91588.0,11.822212650001639,7.257265708367334
2005-01-01,Hackney,230551,E09000012,143.0,2700.0,1,2005,1,28923.0,,35597.0,16.0,216512.0,95000.0,1905.0,92738.0,12.470440437481527,6.476697474506278
2005-02-01,Hackney,229170,E09000012,160.0,2265.0,1,2005,2,28923.0,,35597.0,16.0,216512.0,95000.0,1905.0,92738.0,10.461313922553947,6.437902070399191
2005-03-01,Hackney,228688,E09000012,159.0,2558.0,1,2005,3,28923.0,,35597.0,16.0,216512.0,95000.0,1905.0,92738.0,11.814587644102868,6.424361603505913
2005-04-01,Hackney,226578,E09000012,181.0,2638.0,1,2005,4,28923.0,,35597.0,16.0,216512.0,95000.0,1905.0,92738.0,12.184082175583802,6.365086945529118
2005-05-01,Hackney,221698,E09000012,196.0,2886.0,1,2005,5,28923.0,,35597.0,16.0,216512.0,95000.0,1905.0,92738.0,13.329515223174697,6.227996741298424
2005-06-01,Hackney,219994,E09000012,243.0,2799.0,1,2005,6,28923.0,,35597.0,16.0,216512.0,95000.0,1905.0,92738.0,12.92768992018918,6.180127538837542
2005-07-01,Hackney,223342,E09000012,266.0,2865.0,1,2005,7,28923.0,,35597.0,16.0,216512.0,95000.0,1905.0,92738.0,13.232522908660952,6.274180408461387
2005-08-01,Hackney,227955,E09000012,237.0,3026.0,1,2005,8,28923.0,,35597.0,16.0,216512.0,95000.0,1905.0,92738.0,13.976130653266331,6.403769980616344
2005-09-01,Hackney,234596,E09000012,252.0,2795.0,1,2005,9,28923.0,,35597.0,16.0,216512.0,95000.0,1905.0,92738.0,12.909215193615134,6.590330645840941
2005-10-01,Hackney,230247,E09000012,241.0,2710.0,1,2005,10,28923.0,,35597.0,16.0,216512.0,95000.0,1905.0,92738.0,12.516627253916642,6.468157428996825
2005-11-01,Hackney,229982,E09000012,217.0,2587.0,1,2005,11,28923.0,,35597.0,16.0,216512.0,95000.0,1905.0,92738.0,11.948529411764705,6.460712981431019
2005-12-01,Hackney,232443,E09000012,249.0,2381.0,1,2005,12,28923.0,,35597.0,16.0,216512.0,95000.0,1905.0,92738.0,10.9970809932013,6.529848020900638
2006-01-01,Hackney,238246,E09000012,249.0,2564.0,1,2006,1,30105.0,,34874.0,20.0,220193.0,88000.0,1905.0,93941.0,11.644330201232554,6.831622412112175
2006-02-01,Hackney,240260,E09000012,239.0,2116.0,1,2006,2,30105.0,,34874.0,20.0,220193.0,88000.0,1905.0,93941.0,9.609751445322967,6.889373171990595
2006-03-01,Hackney,239023,E09000012,296.0,2531.0,1,2006,3,30105.0,,34874.0,20.0,220193.0,88000.0,1905.0,93941.0,11.494461676801714,6.853902620863681
2006-04-01,Hackney,241951,E09000012,212.0,2534.0,1,2006,4,30105.0,,34874.0,20.0,220193.0,88000.0,1905.0,93941.0,11.50808608811361,6.93786201754889
2006-05-01,Hackney,244604,E09000012,253.0,2724.0,1,2006,5,30105.0,,34874.0,20.0,220193.0,88000.0,1905.0,93941.0,12.370965471200266,7.013935883466193
2006-06-01,Hackney,252532,E09000012,276.0,2580.0,1,2006,6,30105.0,,34874.0,20.0,220193.0,88000.0,1905.0,93941.0,11.716993728229326,7.241268566840627
2006-07-01,Hackney,255500,E09000012,320.0,2579.0,1,2006,7,30105.0,,34874.0,20.0,220193.0,88000.0,1905.0,93941.0,11.712452257792027,7.32637494981935
2006-08-01,Hackney,261801,E09000012,370.0,2520.0,1,2006,8,30105.0,,34874.0,20.0,220193.0,88000.0,1905.0,93941.0,11.444505501991435,7.50705396570511
2006-09-01,Hackney,264544,E09000012,307.0,2470.0,1,2006,9,30105.0,,34874.0,20.0,220193.0,88000.0,1905.0,93941.0,11.217431980126525,7.585708550782818
2006-10-01,Hackney,267841,E09000012,281.0,2620.0,1,2006,10,30105.0,,34874.0,20.0,220193.0,88000.0,1905.0,93941.0,11.898652545721253,7.6802488960256925
2006-11-01,Hackney,267583,E09000012,300.0,2401.0,1,2006,11,30105.0,,34874.0,20.0,220193.0,88000.0,1905.0,93941.0,10.90407051995295,7.672850834432529
2006-12-01,Hackney,265169,E09000012,286.0,2248.0,1,2006,12,30105.0,,34874.0,20.0,220193.0,88000.0,1905.0,93941.0,10.209225543046328,7.603630211618971
2007-01-01,Hackney,267224,E09000012,241.0,2608.0,1,2007,1,28996.0,,35390.0,22.0,224480.0,95000.0,1905.0,95391.0,11.617961511047755,7.550833568804747
2007-02-01,Hackney,270970,E09000012,234.0,2332.0,1,2007,2,28996.0,,35390.0,22.0,224480.0,95000.0,1905.0,95391.0,10.388453314326444,7.656682678722803
2007-03-01,Hackney,276044,E09000012,285.0,2732.0,1,2007,3,28996.0,,35390.0,22.0,224480.0,95000.0,1905.0,95391.0,12.170349251603707,7.800056513139305
2007-04-01,Hackney,276425,E09000012,266.0,2536.0,1,2007,4,28996.0,,35390.0,22.0,224480.0,95000.0,1905.0,95391.0,11.297220242337849,7.810822266176886
2007-05-01,Hackney,281457,E09000012,309.0,2790.0,1,2007,5,28996.0,,35390.0,22.0,224480.0,95000.0,1905.0,95391.0,12.42872416250891,7.953009324667986
2007-06-01,Hackney,282168,E09000012,361.0,2703.0,1,2007,6,28996.0,,35390.0,22.0,224480.0,95000.0,1905.0,95391.0,12.041161796151105,7.973099745690873
2007-07-01,Hackney,291786,E09000012,315.0,2860.0,1,2007,7,28996.0,,35390.0,22.0,224480.0,95000.0,1905.0,95391.0,12.74055595153243,8.24487143260808
